target_transform,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__model__C,param_regressor__model__epsilon,param_regressor__model__kernel,param_regressor__model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
log1p,1.0063384532928468,0.11611742055593492,0.06796560287475586,0.008199139161798324,0.5,0.5,linear,,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.630261407339994,-19.720051541523883,-20.33189408566014,-22.885506397058474,-21.865388005769802,-21.28662028747046,1.1291711861931213,11
log1p,0.5126132488250732,0.014808518700616809,0.04029092788696289,0.003933273598584054,0.5,1.0,linear,,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-22.169538035848984,-20.373623912012636,-20.97903435825178,-23.260036896830943,-22.312740643555472,-21.818994769299962,1.0235133990925513,21
log1p,1.498768186569214,0.0469449962383761,0.09958233833312988,0.0072100265125120775,1.0,0.1,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-21.571292862146706,-19.65700930559601,-20.246000680613346,-22.877340828579033,-21.841011236836515,-21.23853098275432,1.1528866251021745,4
log1p,1.0703874111175538,0.021524094415792214,0.06326255798339844,0.0058422694154839985,1.0,0.5,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.630545195175415,-19.7196511758325,-20.33160753797241,-22.88541476571331,-21.865675505295915,-21.286578835997908,1.1293515494327475,9
log1p,0.6778661251068115,0.019436466817057647,0.035788440704345705,0.001669012766559542,1.0,1.0,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-22.17044714178181,-20.373498037866288,-20.978131179382988,-23.25991633355115,-22.312745098069584,-21.818947558130365,1.0237260842526525,20
log1p,5.1114613056182865,0.17978087488715372,0.09992151260375977,0.012339736735085035,10.0,0.1,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-21.57133980788794,-19.657462067396654,-20.246052639762233,-22.877746665349044,-21.841026847399032,-21.238725605558983,1.1528731952902445,6
log1p,3.7770357608795164,0.2667613337093666,0.0665816307067871,0.005456126052001458,10.0,0.5,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.630389256715578,-19.719557862464754,-20.331702707162904,-22.88554647581166,-21.865712762988554,-21.286581813028686,1.1293929676445331,10
log1p,2.288781499862671,0.1755567564542104,0.043727684020996097,0.00641065667167953,10.0,1.0,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-22.170115889022558,-20.37356520951452,-20.97899968792248,-23.2595376806528,-22.312909825763416,-21.819025658575153,1.0234510586671568,22
log1p,36.64358253479004,0.7199747877469225,0.098305082321167,0.009385530700768084,100.0,0.1,linear,,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-21.571608676028053,-19.657526430231563,-20.24567970753258,-22.8774849562793,-21.840858758763805,-21.23863170576706,1.1528433220454455,5
log1p,24.123828315734862,0.8838706383993077,0.06878371238708496,0.010513342161463003,100.0,0.5,linear,,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.63058374025461,-19.719690549421323,-20.332316008677584,-22.8860111233217,-21.865238642451963,-21.28676801282544,1.129347285361669,12
