mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03184666633605957,0.0017651791792320931,0.006054496765136719,0.000772830131474278,0.01,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.6109615603470162,0.5747394881773638,0.5617706581160639,0.5642609335576113,0.556586417157275,0.5736638114710659,0.01956413942865646,1
0.036300945281982425,0.0036740320968128466,0.0075454235076904295,0.00117834373819815,0.01,2,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.6064619061375635,0.5741055430576405,0.5769795171012054,0.5597206160639192,0.5491922483880012,0.573291966149666,0.01938805197820508,3
0.05839028358459473,0.005021897519969231,0.008667564392089844,0.0009108392520294418,0.01,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.600042895536238,0.5763441617616631,0.5812438673955705,0.5560804772918418,0.5521118061396132,0.5731646416249854,0.01750950783777428,4
0.06584005355834961,0.006228095410711196,0.008869266510009766,0.003091153888713625,0.01,2,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.5978127653614168,0.5751467098688526,0.5877247161480235,0.5566784062237173,0.5499829163162322,0.5734691027836485,0.018067535700128243,2
0.16467971801757814,0.019772729174057046,0.010925626754760743,0.0018669566690868254,0.01,2,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.589323388572279,0.5687588323083086,0.5806284167367536,0.5610566477432015,0.5551080214465938,0.5709750613614272,0.012529149508373139,6
0.15472078323364258,0.00924761723601311,0.01004805564880371,0.0006500470487421448,0.01,2,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.5906211973982544,0.5694500085846735,0.5901317633865995,0.5544838099243061,0.5507429212223156,0.5710859401032298,0.016950015207808644,5
0.056207132339477536,0.007170205171764466,0.0074137687683105465,0.002484422874765797,0.01,3,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5921488037397904,0.5690383844965199,0.579327428511354,0.5552000105130362,0.5498383620689655,0.5691105978659332,0.015492393528507198,7
0.0650937557220459,0.004431205358521438,0.008567905426025391,0.003865821432232437,0.01,3,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.585162959266749,0.5702512447776569,0.5746754100084104,0.5375731532099803,0.5449717024109896,0.5625268939347572,0.01816875019392234,11
0.11533308029174805,0.013012414136886573,0.010121297836303712,0.002045789650262996,0.01,3,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.5841540387460497,0.5790802512888016,0.5850920766750771,0.5490630256518082,0.5420105305578918,0.5678799845839257,0.01849244993149609,8
0.10705747604370117,0.00824275437961339,0.01215205192565918,0.0018533792063202361,0.01,3,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.5777547250746295,0.5727650132732259,0.5810993131483039,0.5394961627417999,0.5454141260162602,0.5633058680508438,0.017331290119341054,10
0.21526241302490234,0.012603984902841318,0.01483306884765625,0.0027331667328274116,0.01,3,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.565332527947755,0.5737027237628165,0.572671362489487,0.5556928090832632,0.5446081265769555,0.5624015099720554,0.010985347791567266,12
0.21442728042602538,0.004349502690542692,0.013580083847045898,0.0029487232300523655,0.01,3,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.5668842083147307,0.5679531937186605,0.57093452130642,0.5472560975609756,0.5382871635828428,0.558263036896726,0.01303056776346007,15
0.10052237510681153,0.013408785664946445,0.013129806518554688,0.00218763256962669,0.01,5,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5560093144592975,0.5690317809015228,0.5671344967760024,0.5361955074292122,0.5461412776843285,0.5549024754500727,0.012467509371760645,18
