class_weight,fold,auroc,best_epoch
none,0,0.6192383131742399,17
none,1,0.6030725266842053,19
none,2,0.5951780658939169,28
none,3,0.6110304811911452,51
none,4,0.585652977474006,24
balanced,0,0.6252618801143646,16
balanced,1,0.6041107232366631,12
balanced,2,0.5949339056300713,7
balanced,3,0.60519861071107,4
balanced,4,0.5851096783150007,51
