mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.04656510353088379,0.0008023280557810321,0.009622526168823243,0.0022308788781614836,0.01,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5497542002052834,0.5775467806540324,0.5824041968075567,0.5576627608058827,0.549230593662158,0.5633197064269828,0.014008244040272826,48
0.04713306427001953,0.002061002302187892,0.007651042938232422,0.001601552413120085,0.01,2,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.5591825281064112,0.5850272015304597,0.5829168410354518,0.5640356907993065,0.5472725416236216,0.5676869606190501,0.01438776465572837,47
0.07731051445007324,0.0036807924345241367,0.007977914810180665,0.001511553254273788,0.01,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.5615594931542206,0.5974950678543671,0.5853649787768279,0.5746129012973037,0.5562504504720948,0.5750565783109628,0.015137949230108819,41
0.08731579780578613,0.008708282529992986,0.010574245452880859,0.002464966645396734,0.01,2,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.5630315908258754,0.5967941053386739,0.5883496741794703,0.5797856758534106,0.5573661196934387,0.5770654331781737,0.014892723077684897,38
0.1815631866455078,0.02891247536224512,0.011531829833984375,0.001338349114243212,0.01,2,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.5669196693857705,0.6028651282357864,0.6025363185269326,0.5794284689424284,0.5703277034331979,0.5844154577048231,0.015480267606694648,29
0.1645883560180664,0.02267834378178951,0.011265993118286133,0.0030666208686537253,0.01,2,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.5665670262126423,0.6063206193579243,0.6016799186943266,0.591920248699707,0.5730230281334838,0.5879021682196168,0.015631940477001588,26
0.06391377449035644,0.009882859820211875,0.008258533477783204,0.003397359469606171,0.01,3,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5565369540033254,0.5783927183595385,0.5944625455849823,0.5698361929814073,0.5474632414770679,0.5693383304812644,0.016467244761456747,45
0.05600485801696777,0.004178241161104688,0.006434249877929688,0.0007125221531670197,0.01,3,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.5536857964333519,0.5783149997010821,0.6014452681293718,0.5658770251688887,0.5479662686495447,0.5694578716164478,0.019105559759043267,43
0.08576908111572265,0.004176833184940022,0.008607196807861327,0.001205336188266625,0.01,3,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.5621387283236994,0.6002107371315837,0.5994365397261912,0.5790398756501464,0.5549200562189174,0.5791491874101077,0.018609588960201408,31
0.09067902565002442,0.00483902224868297,0.00901651382446289,0.0008449569109049312,0.01,3,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.5561347907250344,0.5921369641896335,0.6074176481138279,0.580068153285108,0.5575643274151311,0.578664376745747,0.019814268310443594,33
