mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__kernel,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3695563793182373,0.08678605371787651,0.05963706970214844,0.014106093461522489,1.0,,linear,,"{'model__C': 1.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5390852158353835,0.5061243326847279,0.48744438813737956,0.49091089976962465,0.5833563915945643,0.5213842456043359,0.035964635127602396,7
1.953369426727295,0.3208655737355156,0.10499916076660157,0.03250194037038311,1.0,balanced,linear,,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.5663442182956834,0.5414608591528215,0.5368243022673784,0.5155682125546792,0.5687783888648806,0.5457951962270886,0.01981627316143622,4
0.6259707927703857,0.044063662772375854,0.06856937408447265,0.014180845698548545,10.0,,linear,,"{'model__C': 10.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5251155595317974,0.5361659931148033,0.5147287882132388,0.5083336183230789,0.5157734051714757,0.5200234728708788,0.009687721783885972,9
2.983914375305176,0.7117717924118082,0.12392792701721192,0.04503768586480824,10.0,balanced,linear,,"{'model__C': 10.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.5663504311737368,0.5414359127875069,0.5368895908272682,0.515574430512764,0.5689151839427451,0.5458331098488042,0.019842641802312915,3
1838.4246022224427,105.28223438106862,0.05829110145568848,0.014899671025800278,100.0,,linear,,"{'model__C': 100.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5586402495091827,0.5173626702589432,0.5470310804634866,0.5228649863671269,0.5252899900201772,0.5342377953237833,0.015832383043661552,6
13.676090526580811,2.4610747785693934,0.15648221969604492,0.06824425304925555,100.0,balanced,linear,,"{'model__C': 100.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.566365963368871,0.5414670957441501,0.5369455524500308,0.5155184688900012,0.56897425454455,0.5458542669995206,0.01987026233103377,2
1.5006485462188721,0.15432502963067543,0.12663836479187013,0.013480683365297159,1.0,,rbf,scale,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.529700663535376,0.5140042658284688,0.5292166305506935,0.4894652245149216,0.5004399205344956,0.5125653409927912,0.01583411778309008,10
1.2801405429840087,0.16251527579978658,0.2823540210723877,0.07391047485876004,1.0,balanced,rbf,scale,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.571330052933721,0.5588671855510652,0.5511535866736722,0.5154003276863911,0.5621873532950514,0.55178770122798,0.019311232100054816,1
7.095855283737182,1.1862122835161362,0.128806209564209,0.01986944614851416,10.0,,rbf,scale,"{'model__C': 10.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5297286214866175,0.4912313525919274,0.5260796706969397,0.48366697860089725,0.4935752948089377,0.5048563836370639,0.01913609913846806,11
1.4230000972747803,0.09956018467212112,0.3131575107574463,0.11701175853561482,10.0,balanced,rbf,scale,"{'model__C': 10.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5574380576058052,0.542804844584144,0.5389757157646999,0.50112700490286,0.5429241191485128,0.5366539484012044,0.01885036911313529,5
23.87220950126648,3.445598647309211,0.14195375442504882,0.040868906921616384,100.0,,rbf,scale,"{'model__C': 100.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5242830338726112,0.48972833408172434,0.5223830946155592,0.4829767852534906,0.499323797058284,0.5037390089763338,0.016831648341518783,12
3.56420636177063,0.9928536944590252,0.23566017150878907,0.027549657079638672,100.0,balanced,rbf,scale,"{'model__C': 100.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5465064986704441,0.525909918674849,0.525905567870567,0.4787827725253304,0.5275595447211091,0.5209328604924599,0.022467989478280426,8
