model_id,model_family,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
StackedEnsemble_BestOfFamily_1_AutoML_2_20260824_112120,StackedEnsemble,0.5543699608024049,0.4643613070890141,0.20900503535858,0.4627686296816343,0.380574921487201,0.1448372708649892,1612,0.019092,StackedEnsemble
GBM_5_AutoML_2_20260824_112120,GBM,0.5504892670052196,0.4678842337919352,0.203393048967383,0.4833430748800222,0.3822157736628065,0.1460888976366577,197,0.003283,GBM
XGBoost_grid_1_AutoML_2_20260824_112120_model_4,XGBoost,0.5493556147264317,0.4650548730941481,0.2074188177280148,0.4655304141538328,0.3809023416478044,0.1450865938727807,285,0.001562,XGBoost
StackedEnsemble_AllModels_1_AutoML_2_20260824_112120,StackedEnsemble,0.5489782697569888,0.4645521139200442,0.2079441882502222,0.4715929407004806,0.3806555725548908,0.1448986649170917,4034,0.030018,StackedEnsemble
XGBoost_grid_1_AutoML_2_20260824_112120_model_6,XGBoost,0.5486454646817301,0.4657775402812292,0.207416276535015,0.4809892410028791,0.3812030957252731,0.1453158001905317,498,0.00235,XGBoost
GLM_1_AutoML_2_20260824_112120,GLM,0.5484676783443302,0.4639844449750909,0.206860177124807,0.4892669430130715,0.380536302982247,0.1448078778873965,45,0.000815,GLM
GBM_grid_1_AutoML_2_20260824_112120_model_1,GBM,0.5437418462756561,0.4710804215642457,0.198167380428782,0.4766913900403322,0.3837606715775539,0.1472722530496552,242,0.003586,GBM
GBM_grid_1_AutoML_2_20260824_112120_model_2,GBM,0.5424765027175557,0.4839802054100939,0.2003994083028411,0.4804286355190975,0.3879989832627693,0.1505432110129427,477,0.005998,GBM
XRT_1_AutoML_2_20260824_112120,XRT,0.542385245699723,0.4985246219048482,0.2033284167415257,0.4901044920847134,0.3898025534548156,0.1519460306798944,946,0.010799,DRF
DRF_1_AutoML_2_20260824_112120,DRF,0.5393827840618841,0.5204329422388494,0.2016682246189234,0.4758463761819557,0.3911068156560157,0.1529645412525886,719,0.01006,DRF
GBM_1_AutoML_2_20260824_112120,GBM,0.5390975047955034,0.4686347991916166,0.1995245551253977,0.4942166564772328,0.3821883046292661,0.1460679001953927,306,0.004352,GBM
GBM_2_AutoML_2_20260824_112120,GBM,0.5387837971329745,0.4697373823177156,0.2048119781471525,0.4819055435745729,0.3825093138396411,0.146313375174073,235,0.004072,GBM
XGBoost_grid_1_AutoML_2_20260824_112120_model_1,XGBoost,0.5366145301078488,0.539216839220049,0.193703030392491,0.4910655833768157,0.4013977445943991,0.1611201493654705,655,0.004218,XGBoost
XGBoost_grid_1_AutoML_2_20260824_112120_model_3,XGBoost,0.5340734544967751,0.4999072570213424,0.2012114884347856,0.5,0.3921721249090443,0.153798975555675,480,0.003312,XGBoost
GBM_3_AutoML_2_20260824_112120,GBM,0.5334171131231199,0.4714854125348279,0.1982471904847672,0.4884415242198737,0.3833000557710094,0.1469189327540589,250,0.003642,GBM
GBM_4_AutoML_2_20260824_112120,GBM,0.532218703819408,0.4755513444358582,0.196099151815784,0.4803528679337395,0.3848773091865737,0.1481305431266974,244,0.004316,GBM
XGBoost_grid_1_AutoML_2_20260824_112120_model_2,XGBoost,0.5317390290651425,0.5082661650012976,0.1922936685771072,0.4965981100652946,0.3949610970463063,0.1559942681800218,431,0.00274,XGBoost
XGBoost_2_AutoML_2_20260824_112120,XGBoost,0.5305567934660224,0.5001902408085664,0.1978733979676006,0.4943207902521829,0.3928590795898639,0.154338256416195,387,0.003098,XGBoost
XGBoost_grid_1_AutoML_2_20260824_112120_model_5,XGBoost,0.5290332927000109,0.5121968256115051,0.1936168724171107,0.4970801486686926,0.3959593492682467,0.1567838062729334,418,0.003104,XGBoost
XGBoost_3_AutoML_2_20260824_112120,XGBoost,0.5226282568553491,0.4800000495788006,0.193327023579917,0.4935147799044955,0.3863030799511771,0.1492300695797655,298,0.001745,XGBoost
XGBoost_1_AutoML_2_20260824_112120,XGBoost,0.5221380069865427,0.4939966519910196,0.1923210327922581,0.4989317890182536,0.3911806895740933,0.1530223318956631,414,0.003238,XGBoost
GBM_grid_1_AutoML_2_20260824_112120_model_3,GBM,0.5203132398692268,0.4828995183894798,0.1877398126444419,0.4883795664899752,0.3877516921866953,0.1503513747936456,250,0.004408,GBM
