level,model,fold_models,weight
1,Lvl_0_Pipe_0_Mod_0_LinearL2,5,0.6399078369140625
1,Lvl_0_Pipe_1_Mod_1_Tuned_LightGBM,5,0.278495192527771
1,Lvl_0_Pipe_1_Mod_2_CatBoost,5,0.08159694820642471
