class_weight,fold,auroc,best_epoch
none,0,0.5745266171179453,135
none,1,0.5150143738251103,2
none,2,0.5934959349593496,79
none,3,0.5742833613680964,76
none,4,0.4966796327446033,9
balanced,0,0.5846530276369812,44
balanced,1,0.5688556850349331,5
balanced,2,0.5877619498177741,42
balanced,3,0.5597775616764789,7
balanced,4,0.5652246285393889,3
