target_transform,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__model__C,param_regressor__model__epsilon,param_regressor__model__kernel,param_regressor__model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
identity,101.8443030834198,11.560538489080088,1.401993465423584,0.30983588568490383,100.0,1.0,rbf,scale,"{'regressor__model__C': 100.0, 'regressor__model__epsilon': 1.0, 'regressor__model__gamma': 'scale', 'regressor__model__kernel': 'rbf'}",-33.15067680961215,-33.32546303449607,-33.37141874234306,-33.32201846264023,-33.32121690286423,-33.29815879039115,0.07611102084624669,30
log1p,24.865174531936646,0.4087220944776215,3.1327436923980714,0.03722347237318152,0.1,0.1,linear,,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-20.951558924592472,-21.15608375468246,-21.8810081257555,-21.356545653011025,-21.103943915786022,-21.289828074765495,0.3227418688699226,6
log1p,16.982079696655273,0.47507462940200795,1.7519729614257813,0.12067150910309124,0.1,0.5,linear,,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.01412052947836,-21.210633569182217,-21.92150854473615,-21.404578130722026,-21.184118236390418,-21.346991802101837,0.31282913005076035,11
log1p,9.508854055404663,0.18756090147092933,1.1870652198791505,0.12027199264922814,0.1,1.0,linear,,"{'regressor__model__C': 0.1, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-21.561079067737243,-21.779306691674016,-22.426800021864373,-21.95382144559728,-21.78635004030258,-21.9014714534351,0.2907764679289505,27
log1p,45.74833641052246,0.31165327682410626,2.4495567321777343,0.0746374592916731,0.5,0.1,linear,,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-20.951429181064483,-21.156140950885618,-21.880965898398333,-21.356582549832257,-21.103945217732246,-21.289812759582585,0.3227502378577648,4
log1p,29.801304054260253,6.504580961802415,1.6047959804534913,0.08437114322948315,0.5,0.5,linear,,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.014283673337992,-21.21061891998395,-21.92146204927346,-21.40462191379746,-21.18423935032463,-21.347045181343496,0.312767614338483,14
log1p,12.866317510604858,0.474171465044682,1.0781988143920898,0.0629310748498988,0.5,1.0,linear,,"{'regressor__model__C': 0.5, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-21.56088467963773,-21.77821663112787,-22.426865384682483,-21.953001398080538,-21.786854416715357,-21.901164502048793,0.2908682911233454,24
log1p,41.17004132270813,1.4156947673475069,2.7474127769470216,0.07204870674104999,1.0,0.1,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-20.951598167089927,-21.15609376754558,-21.8810061979811,-21.356573619524823,-21.10380771076487,-21.28981589258126,0.3227489586563083,5
log1p,32.72976489067078,6.494949181422844,1.7260618686676026,0.12009901920536267,1.0,0.5,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 0.5, 'regressor__model__kernel': 'linear'}",-21.014334812306515,-21.21045007068329,-21.9214356392965,-21.404607277411532,-21.184175561947434,-21.347000672329056,0.31276787240033543,12
log1p,25.094837045669557,6.525456879685081,1.0607053756713867,0.07918790728895007,1.0,1.0,linear,,"{'regressor__model__C': 1.0, 'regressor__model__epsilon': 1.0, 'regressor__model__kernel': 'linear'}",-21.560888309009975,-21.778630119386637,-22.426454446261065,-21.954205539372566,-21.78675231340037,-21.90138614548612,0.2907353927187249,26
log1p,190.1446210861206,5.541746760005466,2.588112306594849,0.4399772868154813,10.0,0.1,linear,,"{'regressor__model__C': 10.0, 'regressor__model__epsilon': 0.1, 'regressor__model__kernel': 'linear'}",-20.951591867728812,-21.15610399087823,-21.881060545858205,-21.35656150654591,-21.103875853873788,-21.28983875297699,0.3227609877411055,7
