model_id,model_family,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
StackedEnsemble_AllModels_1_AutoML_3_20260824_113317,StackedEnsemble,0.6018059168686647,0.3582807683914558,0.157898420152577,0.4230271720431614,0.3215823633138737,0.1034152163945362,11907,0.051359,StackedEnsemble
StackedEnsemble_BestOfFamily_1_AutoML_3_20260824_113317,StackedEnsemble,0.5995368218924868,0.3585775844549735,0.1572839533150029,0.4220356691933934,0.3216627501572898,0.103466924838751,9012,0.034094,StackedEnsemble
XGBoost_grid_1_AutoML_3_20260824_113317_model_4,XGBoost,0.5983499310326575,0.3587086415797635,0.1558802539955611,0.4249223144381497,0.321732964116091,0.1035121001989259,840,0.001312,XGBoost
XGBoost_grid_1_AutoML_3_20260824_113317_model_6,XGBoost,0.5983109163523178,0.3591286640373688,0.1574547483916344,0.426322746534897,0.3219024576852334,0.1036211922637935,3166,0.003512,XGBoost
GBM_5_AutoML_3_20260824_113317,GBM,0.597848983704714,0.3592252034171942,0.1559224774356339,0.4244322065034802,0.3220208512787275,0.1036974286582763,775,0.004294,GBM
GBM_grid_1_AutoML_3_20260824_113317_model_1,GBM,0.5970416986464445,0.3599711606060277,0.1527156575438956,0.4264095687128016,0.3225015562133449,0.1040072537600292,830,0.003889,GBM
XGBoost_3_AutoML_3_20260824_113317,XGBoost,0.5963660463757376,0.3600470406925224,0.1554785314214178,0.4255113975149961,0.3222949807208534,0.1038740545978552,979,0.001756,XGBoost
GBM_2_AutoML_3_20260824_113317,GBM,0.5949141158090896,0.359780570087586,0.152376666478096,0.4273773883639794,0.3222891858949784,0.1038703193448479,794,0.004153,GBM
GBM_3_AutoML_3_20260824_113317,GBM,0.5937075311144427,0.360120778907795,0.1526431645307182,0.4257255290480172,0.3224109914682108,0.1039488474195147,915,0.004305,GBM
GBM_1_AutoML_3_20260824_113317,GBM,0.5887257498576802,0.36022698043935,0.1539208903891666,0.4329163669778759,0.3222662948120185,0.1038555647718668,1199,0.005305,GBM
GLM_1_AutoML_3_20260824_113317,GLM,0.5818728888805859,0.3603858079667063,0.1532854360036734,0.4404847349427789,0.3222279052602775,0.1038308229284264,469,0.000699,GLM
GBM_4_AutoML_3_20260824_113317,GBM,0.576767943314968,0.3637680857897048,0.1475827830768585,0.4405306223563167,0.3237498598659529,0.1048139717632241,1178,0.005347,GBM
GBM_grid_1_AutoML_3_20260824_113317_model_2,GBM,0.5733670074556344,0.3661378320534649,0.1474103819593592,0.4445020145314035,0.3246836049849868,0.1054194433460469,1496,0.005473,GBM
XGBoost_grid_1_AutoML_3_20260824_113317_model_5,XGBoost,0.5718753097432848,0.3696413234071814,0.1465402409642257,0.4471763672425362,0.3259135336099613,0.1062196313901313,2193,0.002791,XGBoost
XGBoost_1_AutoML_3_20260824_113317,XGBoost,0.5652977764908025,0.3756812402344958,0.1427324778456143,0.4475375798067357,0.3279196305941938,0.1075312841290325,2145,0.004662,XGBoost
XGBoost_grid_1_AutoML_3_20260824_113317_model_2,XGBoost,0.5634297260922294,0.3731055424266506,0.1417768652780693,0.4498196029162444,0.3268815638853114,0.1068515568081069,1875,0.003007,XGBoost
XRT_1_AutoML_3_20260824_113317,XRT,0.5616946090786762,0.3813984975730561,0.1412454021623709,0.4534640715952629,0.328443226739819,0.1078749531912642,5723,0.017158,DRF
DRF_1_AutoML_3_20260824_113317,DRF,0.5598879267711089,0.3930861076461114,0.1394795716765183,0.4545994347947248,0.3307031840940257,0.109364595969927,4040,0.0165,DRF
XGBoost_grid_1_AutoML_3_20260824_113317_model_3,XGBoost,0.5597794160765003,0.3754189058148182,0.1417736805871421,0.4539710905402649,0.3275686990821244,0.1073012526183553,2218,0.004011,XGBoost
XGBoost_2_AutoML_3_20260824_113317,XGBoost,0.5580160524214076,0.3750209139249054,0.1406848534422877,0.4588622645886168,0.3278605643502115,0.1074925496560392,1830,0.003473,XGBoost
GBM_grid_1_AutoML_3_20260824_113317_model_3,GBM,0.5506565065679847,0.3676107519523211,0.1386613424374916,0.4646461804079816,0.3250407745537289,0.1056515051224879,1153,0.005547,GBM
XGBoost_grid_1_AutoML_3_20260824_113317_model_1,XGBoost,0.5495798097196729,0.3892313749559859,0.1379688943522911,0.4688718604680127,0.3313569332388097,0.109797417205429,2807,0.004586,XGBoost
