mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.252059268951416,0.01073370585167012,0.0369682788848877,0.0030784875020380765,0.01,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5506277758195276,0.5622268681706026,0.5625561723406646,0.5552549803276682,0.5557104865439417,0.5572752566404808,0.0045414876522513695,28
0.24293951988220214,0.03217219188737202,0.02881908416748047,0.013634504768478689,0.01,2,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.5502895223827986,0.562665888262249,0.5630533366789139,0.5551246278761516,0.5557377737159027,0.5573742297832032,0.004861803795743468,27
0.3926855564117432,0.022751187153232016,0.019243812561035155,0.004410897594035832,0.01,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.5527146633768065,0.5633889672188932,0.566233195907083,0.5584323268437178,0.5594517826414088,0.5600441871975819,0.0046078701933776455,19
0.37313251495361327,0.007869656780857145,0.021185016632080077,0.005009351621447737,0.01,2,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.553165491716602,0.5635267888614734,0.5663289875462933,0.5584094038559639,0.5594795547227263,0.5601820453406118,0.004513091697722346,17
0.6534492492675781,0.024896010818360945,0.02910904884338379,0.0024884446968418583,0.01,2,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.555355525202679,0.5624982375749031,0.5674815730036326,0.5607837404779231,0.5598563733752671,0.5611950899268809,0.003931410683449325,12
0.5511597633361817,0.060399877803486324,0.02386894226074219,0.003536090344190722,0.01,2,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.5551693690518154,0.5627683732816355,0.5672159308416986,0.5607672976424766,0.5597579808585998,0.5611357903352452,0.003931049844633942,13
0.15550169944763184,0.008480991200505938,0.011963081359863282,0.0013369858282859574,0.01,3,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.5551665051110327,0.5634102044413112,0.5629307427770989,0.5612671069408515,0.5574517960425401,0.560045271062567,0.0032146563256922798,18
0.15349721908569336,0.0031212046053424045,0.013894748687744141,0.001794815813443456,0.01,3,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.554526744800846,0.5632215808953118,0.5631560933797882,0.5613231800955114,0.5575744781096929,0.55996041545623,0.0034035910061885315,20
0.2677597522735596,0.007032806478110699,0.01624464988708496,0.0021051545845589773,0.01,3,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.5574256697215368,0.5635526524497709,0.5670803325525999,0.5616055295889044,0.5619790420412886,0.5623286452708202,0.0031228516949209128,4
0.27386746406555174,0.006440190830010928,0.01717519760131836,0.002644736773167452,0.01,3,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.5572993479027142,0.563798598872048,0.5671368465339474,0.5614420710531508,0.5619047627444318,0.5623163254212584,0.003210555289649615,5
0.5760401248931885,0.018764567255450202,0.028648757934570314,0.0013303810601484208,0.01,3,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.5577140905886501,0.5634777493831512,0.5673652829234497,0.5620141318456197,0.5618950204746362,0.5624932550431014,0.003102700156071931,2
0.5507935523986817,0.012730753903601134,0.028411006927490233,0.002611896427319949,0.01,3,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.556891963341558,0.5637584155798379,0.5673543945042665,0.5617597748468877,0.5623698789824945,0.5624268854510088,0.0033804427818611826,3
