mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__class_weight,param_model__kernel,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3207551956176758,0.017347060999074973,0.05047407150268555,0.0023957113186470766,1.0,,linear,,"{'model__C': 1.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5289100271935058,0.5226533248910247,0.5162648640141714,0.5805274848929904,0.4913946554932095,0.5279500712969803,0.02921028569557983,11
1.242778205871582,0.05363730263524063,0.09337477684020996,0.003518768699877572,1.0,balanced,linear,,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.5909262261782328,0.5890834361172212,0.6289770044688117,0.6139163506433722,0.6184695342602224,0.608274510333572,0.015707465938704254,4
0.7117618560791016,0.05304211102479955,0.055806970596313475,0.0027130478779160347,10.0,,linear,,"{'model__C': 10.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5038319785379922,0.48097735582501,0.4850618716305489,0.5388781721066515,0.5659218102172671,0.5149342376634939,0.032685571085215255,12
2.567099618911743,0.10920502463958277,0.10228662490844727,0.0064884885911406735,10.0,balanced,linear,,"{'model__C': 10.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.5915136498223089,0.5892444743747873,0.6293704502117287,0.614009513579868,0.6186251959505985,0.6085526567878583,0.015670019277211122,2
2627.9145961761474,195.40705646488047,0.14292802810668945,0.028159027662097665,100.0,,linear,,"{'model__C': 100.0, 'model__class_weight': None, 'model__kernel': 'linear'}",0.5778748073945841,0.5993752447598517,0.6035475996149722,0.5885504577770958,0.5724174809909607,0.5883531181074929,0.011967773501140689,7
12.878679418563843,1.8175520047299738,0.11670842170715331,0.004552589218457104,100.0,balanced,linear,,"{'model__C': 100.0, 'model__class_weight': 'balanced', 'model__kernel': 'linear'}",0.5915484194461016,0.5891474854242078,0.6292258817759592,0.6140314342708082,0.6186636535446914,0.6085233748923536,0.015654596549342432,3
1.7673725128173827,0.09495070465760315,0.7510255813598633,1.1755776689535269,1.0,,rbf,scale,"{'model__C': 1.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5428105567897755,0.5517500100648911,0.5610517994195303,0.5275378679935991,0.5366738942526041,0.5439648257040801,0.011635366122841892,10
1.507717227935791,0.1363602357308093,0.2932002067565918,0.03301364924305839,1.0,balanced,rbf,scale,"{'model__C': 1.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5925292888330949,0.6063364894391843,0.6271763039523911,0.6353383458646616,0.600830317769606,0.6124421491717876,0.016186209292165125,1
5.762155342102051,1.5065863888884305,0.16316547393798828,0.005664901270503342,10.0,,rbf,scale,"{'model__C': 10.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5559260248804108,0.5514059737873636,0.5664722007707876,0.5424804723178207,0.5467168202528678,0.5526002984018501,0.0082697368558964,9
1.5190704822540284,0.0327023959085768,0.2673632144927979,0.010988699154671102,10.0,balanced,rbf,scale,"{'model__C': 10.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.590289393068767,0.5983339860262712,0.6182039110336827,0.6261590565334619,0.5949884260954921,0.6055949545515349,0.014009628089341235,5
14.19603590965271,2.5373080861224255,0.15629186630249023,0.003515825636728751,100.0,,rbf,scale,"{'model__C': 100.0, 'model__class_weight': None, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5596262448440308,0.5644171330066209,0.5648069187891387,0.5478145071132642,0.5498428732584204,0.557301535402295,0.007183343647244394,8
3.7483234882354735,1.1985878069406208,0.2702015399932861,0.013052409723324455,100.0,balanced,rbf,scale,"{'model__C': 100.0, 'model__class_weight': 'balanced', 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.5824826975372126,0.5885728716415288,0.6037598773181274,0.6151877507179027,0.5897362175308027,0.5959478829491148,0.01187843899689606,6
