mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__scale_pos_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.1259171962738037,0.0031106990348074375,0.00921163558959961,0.0006407987216737371,0.01,2,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.6172007561605878,0.5807037488908607,0.5915373128131673,0.6010151260973021,0.5701096750714236,0.5921133238066683,0.016268325618957306,29
0.1346808433532715,0.005359390146024003,0.011244773864746094,0.001035166433610819,0.01,2,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.617544929871262,0.5847853491129481,0.5934510232836937,0.6029674351349457,0.5720786074415442,0.5941654689688787,0.015494517312591634,28
0.22184391021728517,0.002031701877061178,0.013322257995605468,0.0022873399479780895,0.01,2,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.6194608707327324,0.5906925699341521,0.5949369870282866,0.6016691123237765,0.5745873521253214,0.5962693784288537,0.014628662043227254,26
0.2165353775024414,0.005085715531546342,0.01276707649230957,0.0010598490260114806,0.01,2,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.6202331332990861,0.5929864937966033,0.5944296915747436,0.6010609416233973,0.5739739106122057,0.5965368341812072,0.014886991817177819,25
0.449575138092041,0.01162564409070873,0.022568225860595703,0.0023923851975515553,0.01,2,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.6200722756684672,0.5946232850500993,0.5949852352371834,0.6030958807868658,0.5751282996909519,0.5975809952867135,0.014531904313508889,22
0.45472354888916017,0.009758835604974937,0.022382020950317383,0.0006870553826523638,0.01,2,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 2, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.6228681499296896,0.5951209383448269,0.5948358685131703,0.6036904284635565,0.5754302767160469,0.598389132393458,0.015347585283168402,18
0.15350661277770997,0.004298011545295289,0.012419939041137695,0.00046963819768341606,0.01,3,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.621671365914787,0.5947349286778022,0.5968681317255571,0.6029531633958436,0.5765495540730246,0.5985554287574029,0.014528512197542738,16
0.1552790641784668,0.00873600022424656,0.013819503784179687,0.0016094875776740953,0.01,3,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.6241540380454242,0.5958589051562653,0.5952047443153068,0.6037779239549843,0.5762942845577187,0.5990579792059398,0.015461936073105727,11
0.2794480323791504,0.008363273618279118,0.018244838714599608,0.0012449487637694286,0.01,3,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.6244432412553123,0.5966647337806213,0.597457408589511,0.6037976286856765,0.5790683538457146,0.6002862732313672,0.014609632763678318,4
0.27010183334350585,0.006504122746340989,0.017761850357055665,0.002582792416177536,0.01,3,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.624533885827405,0.5966614906832298,0.5928217693323681,0.6037833569465743,0.5761207531845438,0.5987842511948243,0.015758973229498617,14
0.56614670753479,0.019415023944260045,0.03796277046203613,0.006109931047014644,0.01,3,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.6246761767254576,0.597540613308634,0.5940808448610062,0.6063656497403842,0.5768127703521487,0.5998952109975261,0.015672350748547007,5
0.5915695190429687,0.041671983382410356,0.03619427680969238,0.004088820524887176,0.01,3,500,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__n_estimators': 500, 'model__scale_pos_weight': 'balanced'}",0.6255436242002522,0.5977258752471241,0.5893719007621109,0.6068230751964959,0.577492299748039,0.5993913550308043,0.016259788168130007,9
0.23557815551757813,0.0085360131493545,0.020332765579223634,0.0022785519106204083,0.01,5,100,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__scale_pos_weight': 1.0}",0.6268098104993332,0.6019722248167001,0.5949746936117101,0.6043386573407339,0.5777092950539342,0.6011609362644823,0.01585477797697505,2
0.2641197681427002,0.01640509360031011,0.022063493728637695,0.0028876837955058594,0.01,5,100,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 100, 'model__scale_pos_weight': 'balanced'}",0.6260371425458056,0.6008096554792779,0.5882447577307416,0.6018983521331059,0.5765541761703474,0.5987088168118557,0.016503022029315247,15
0.49052085876464846,0.00914803720097451,0.03601536750793457,0.003267599461650765,0.01,5,200,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__scale_pos_weight': 1.0}",0.6296710331729946,0.6031641441855156,0.5943944176741217,0.6040597097128266,0.5803053730502858,0.602318935559149,0.01612002998877654,1
0.4922226905822754,0.00462040592066812,0.03515381813049316,0.006253637911404365,0.01,5,200,balanced,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 200, 'model__scale_pos_weight': 'balanced'}",0.626952020319951,0.5985381089888282,0.5868872396380687,0.6035745516727776,0.5787549432114527,0.5989413727662157,0.01648647572087159,13
0.8965453624725341,0.06610085854600131,0.06727457046508789,0.005046561938134504,0.01,5,500,1.0,"{'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__n_estimators': 500, 'model__scale_pos_weight': 1.0}",0.6297782986192189,0.6002803009075484,0.5900942453753079,0.605276294381865,0.5800737816475815,0.6011005841863043,0.01675581477825175,3
