model_id,model_family,auc,logloss,aucpr,mean_per_class_error,rmse,mse,training_time_ms,predict_time_per_row_ms,algo
StackedEnsemble_BestOfFamily_1_AutoML_1_20260824_114126,StackedEnsemble,0.6096428171270206,0.5209173948889999,0.3140593249729158,0.4309869789251983,0.4118816613562935,0.1696465029616204,5170,0.041215,StackedEnsemble
GLM_1_AutoML_1_20260824_114126,GLM,0.6085234348682432,0.5214606398654911,0.3174955570752826,0.4398120626309577,0.4118642383813446,0.169632150857445,312,0.001359,GLM
StackedEnsemble_AllModels_1_AutoML_1_20260824_114126,StackedEnsemble,0.6081790320759314,0.5209318224645834,0.3126180209326148,0.4357527056220426,0.4119106630760495,0.1696703943557507,5449,0.058206,StackedEnsemble
XGBoost_grid_1_AutoML_1_20260824_114126_model_6,XGBoost,0.578155832090978,0.5278948842750598,0.2721889638523181,0.4418231890512991,0.4153856485600696,0.1725452370296696,1218,0.00463,XGBoost
XGBoost_grid_1_AutoML_1_20260824_114126_model_4,XGBoost,0.5741919798937855,0.5280050826478673,0.2660512965717954,0.4563939666426941,0.4155309265100401,0.1726659508862923,376,0.002088,XGBoost
GBM_3_AutoML_1_20260824_114126,GBM,0.5736256473378345,0.5315116497276863,0.2691350947796444,0.4665058770587416,0.4169380863479671,0.1738373678475048,441,0.010797,GBM
GBM_grid_1_AutoML_1_20260824_114126_model_1,GBM,0.5692186308591196,0.5326247100732555,0.2691321651990688,0.4547764225039195,0.4175892331986244,0.1743807676834151,639,0.007933,GBM
GBM_2_AutoML_1_20260824_114126,GBM,0.5688150589937979,0.5300437789940468,0.2665518358616855,0.4642128467803498,0.4163735527803694,0.1733669354549471,238,0.004306,GBM
XGBoost_grid_1_AutoML_1_20260824_114126_model_3,XGBoost,0.567710276895893,0.5670307715328687,0.2699259032800396,0.4695194380833524,0.4290677537914075,0.1840991373436039,1483,0.004235,XGBoost
GBM_1_AutoML_1_20260824_114126,GBM,0.5673310020401438,0.5296001572578724,0.2634162549034805,0.4538746521667187,0.4161326252188904,0.1731663617715654,616,0.005997,GBM
GBM_5_AutoML_1_20260824_114126,GBM,0.5665214798371778,0.5310600365584923,0.2628695796496286,0.464062783472735,0.4169847745681874,0.1738763022216821,662,0.005217,GBM
GBM_grid_1_AutoML_1_20260824_114126_model_2,GBM,0.5648733814770284,0.5402713060405756,0.2681229064773238,0.4853267651393239,0.4203191348597235,0.1766681751292264,762,0.006131,GBM
GBM_4_AutoML_1_20260824_114126,GBM,0.5647566533738118,0.5346262567721779,0.263767756464186,0.4709241638370774,0.4182481584880373,0.1749315220786344,347,0.004969,GBM
XGBoost_3_AutoML_1_20260824_114126,XGBoost,0.5643981627069737,0.5374973526773208,0.2595517825444546,0.4682715085435091,0.4196171352459857,0.1760785401920478,513,0.001907,XGBoost
DRF_1_AutoML_1_20260824_114126,DRF,0.5605305105672598,0.5638113701111475,0.2621253262318668,0.4676886730488275,0.425179534474704,0.180777636536126,900,0.010924,DRF
XRT_1_AutoML_1_20260824_114126,XRT,0.5603843991828886,0.5602237085159313,0.2640676411457298,0.4621887668338208,0.4245155573656247,0.180213458445447,1251,0.009156,DRF
XGBoost_1_AutoML_1_20260824_114126,XGBoost,0.5601713978384297,0.5572408339464474,0.259396630286172,0.4684562243632701,0.4265547276552545,0.1819489356850484,901,0.003885,XGBoost
XGBoost_grid_1_AutoML_1_20260824_114126_model_5,XGBoost,0.557662182721855,0.5686723617361632,0.2628263431556121,0.4717923794185887,0.4293927239043784,0.1843781113420217,708,0.00324,XGBoost
XGBoost_grid_1_AutoML_1_20260824_114126_model_2,XGBoost,0.5546083340352875,0.5764522088006365,0.2578397243948537,0.4782673129183321,0.4316351391308795,0.1863088933325336,784,0.004904,XGBoost
XGBoost_2_AutoML_1_20260824_114126,XGBoost,0.5531571731834491,0.5700434186451474,0.2594754696429883,0.4853694312736032,0.4305467950267382,0.1853705427077961,1070,0.005176,XGBoost
XGBoost_grid_1_AutoML_1_20260824_114126_model_1,XGBoost,0.5511139556826936,0.6165904633307784,0.2572986724870167,0.4696390203533561,0.4405964774061343,0.1941252559026942,1182,0.005728,XGBoost
GBM_grid_1_AutoML_1_20260824_114126_model_3,GBM,0.5290277178382423,0.5642980651517876,0.2437782504682654,0.493968230781779,0.4279177235610938,0.1831135781377087,1070,0.007081,GBM
